,Close,High,Low,Open,Volume
2002-08-12 00:00:00,24.450000762939453,25.350000381469727,24.25,25.350000381469727,5200
2002-08-13 00:00:00,24.549999237060547,25.0,24.5,24.600000381469727,3800
2002-08-14 00:00:00,23.950000762939453,24.649999618530273,23.649999618530273,24.649999618530273,11900
2002-08-15 00:00:00,23.950000762939453,23.950000762939453,23.950000762939453,23.950000762939453,0
2002-08-16 00:00:00,23.850000381469727,24.100000381469727,23.0,24.0,15000
2002-08-19 00:00:00,23.5,24.0,23.25,24.0,13300
2002-08-20 00:00:00,23.5,24.100000381469727,23.149999618530273,23.600000381469727,15100
2002-08-21 00:00:00,24.100000381469727,24.25,23.5,23.5,4000
2002-08-22 00:00:00,24.149999618530273,24.5,23.799999237060547,24.5,8500
2002-08-23 00:00:00,23.75,24.100000381469727,23.649999618530273,24.100000381469727,4700
2002-08-26 00:00:00,23.649999618530273,24.5,23.600000381469727,24.5,4200
2002-08-27 00:00:00,22.399999618530273,23.850000381469727,22.0,23.399999618530273,19900
2002-08-28 00:00:00,22.100000381469727,22.700000762939453,22.0,22.100000381469727,14400
2002-08-29 00:00:00,22.149999618530273,23.0,22.0,22.5,10800
2002-08-30 00:00:00,22.600000381469727,22.75,22.149999618530273,22.450000762939453,3700
2002-09-02 00:00:00,23.200000762939453,23.5,22.149999618530273,23.0,10600
2002-09-03 00:00:00,22.450000762939453,23.100000381469727,22.299999237060547,22.5,5600
2002-09-04 00:00:00,22.25,22.700000762939453,22.100000381469727,22.5,4000
2002-09-05 00:00:00,22.350000381469727,22.5,22.149999618530273,22.149999618530273,2500
2002-09-06 00:00:00,22.149999618530273,22.350000381469727,21.75,22.350000381469727,23500
2002-09-09 00:00:00,21.600000381469727,22.299999237060547,21.549999237060547,22.299999237060547,5100
2002-09-10 00:00:00,21.600000381469727,21.600000381469727,21.600000381469727,21.600000381469727,0
2002-09-11 00:00:00,22.5,22.549999237060547,21.600000381469727,21.600000381469727,3900
2002-09-12 00:00:00,23.100000381469727,23.299999237060547,22.25,22.700000762939453,8100
2002-09-13 00:00:00,22.950000762939453,23.299999237060547,22.75,22.75,11200
2002-09-16 00:00:00,22.149999618530273,22.850000381469727,22.100000381469727,22.850000381469727,11800
2002-09-17 00:00:00,22.049999237060547,22.5,21.899999618530273,22.5,10200
2002-09-18 00:00:00,21.5,22.0,21.5,22.0,10700
2002-09-19 00:00:00,21.0,21.350000381469727,20.600000381469727,21.049999237060547,6500
2002-09-20 00:00:00,20.75,21.0,20.75,20.75,7000
2002-09-23 00:00:00,20.799999237060547,21.700000762939453,20.700000762939453,20.700000762939453,3300
2002-09-24 00:00:00,20.299999237060547,21.0,20.100000381469727,20.5,9500
2002-09-25 00:00:00,20.350000381469727,21.25,20.149999618530273,20.149999618530273,1400
2002-09-26 00:00:00,21.049999237060547,21.399999618530273,20.799999237060547,20.799999237060547,1500
2002-09-27 00:00:00,21.100000381469727,21.899999618530273,21.0,21.899999618530273,900
2002-09-30 00:00:00,20.75,21.049999237060547,20.75,20.799999237060547,3600
2002-10-01 00:00:00,20.450000762939453,21.0,20.299999237060547,20.75,7600
