,Open,High,Low,Close,Volume
2012-12-28 03:45:00,200.0,200.8500061035156,188.6499938964844,191.6499938964844,35351056.0
2012-12-31 03:45:00,191.8500061035156,195.5,188.25,193.6999969482422,6021827.0
2013-01-01 03:45:00,194.6999969482422,199.8000030517578,194.0,197.75,2619486.0
2013-01-02 03:45:00,198.3000030517578,204.3500061035156,197.0,201.5,5470399.0
2013-01-03 03:45:00,200.0,206.5,200.0,204.3500061035156,3626134.0
2013-01-04 03:45:00,205.0,210.0,202.3500061035156,207.1499938964844,4188477.0
2013-01-07 03:45:00,207.8500061035156,209.0,206.1000061035156,207.3999938964844,2632614.0
2013-01-08 03:45:00,207.5500030517578,211.0500030517578,201.6999969482422,202.9499969482422,1310534.0
2013-01-09 03:45:00,204.25,207.8999938964844,203.3000030517578,205.0500030517578,1316038.0
2013-01-10 03:45:00,205.0,207.0,203.0,205.1000061035156,1061770.0
2013-01-11 03:45:00,204.3999938964844,206.8000030517578,203.6000061035156,205.4499969482422,560597.0
2013-01-14 03:45:00,205.1999969482422,208.25,202.8999938964844,207.8000030517578,440016.0
2013-01-15 03:45:00,207.9499969482422,208.6499938964844,204.0,205.25,308822.0
2013-01-16 03:45:00,205.8500061035156,210.0,202.5,204.3999938964844,522978.0
2013-01-17 03:45:00,206.6000061035156,207.6999969482422,204.1999969482422,204.9499969482422,1583997.0
2013-01-18 03:45:00,206.3500061035156,206.6499938964844,204.1000061035156,205.0,1219799.0
2013-01-21 03:45:00,206.8500061035156,207.5,204.5,205.0500030517578,599417.0
2013-01-22 03:45:00,205.1000061035156,206.3500061035156,204.1499938964844,205.0500030517578,645165.0
2013-01-23 03:45:00,205.0,205.1499938964844,203.1499938964844,204.6000061035156,632500.0
2013-01-24 03:45:00,204.6499938964844,210.3999938964844,204.5500030517578,206.1000061035156,1658900.0
2013-01-25 03:45:00,206.9499969482422,209.5,204.6499938964844,208.3000030517578,446416.0
2013-01-28 03:45:00,209.0,211.5,208.0,210.3000030517578,619340.0
2013-01-29 03:45:00,210.6499938964844,216.0,210.0,212.1499938964844,1297700.0
2013-01-30 03:45:00,215.0,215.0,208.1000061035156,209.9499969482422,1254754.0
2013-01-31 03:45:00,209.8500061035156,211.25,201.0,204.25,477136.0
2013-02-01 03:45:00,202.25,210.8999938964844,202.25,206.0,535714.0
2013-02-04 03:45:00,208.75,211.0,206.3500061035156,209.9499969482422,972954.0
2013-02-05 03:45:00,208.8999938964844,211.8999938964844,207.4499969482422,209.8500061035156,310499.0
2013-02-06 03:45:00,210.25,211.5,209.25,210.0,1068489.0
2013-02-07 03:45:00,210.8500061035156,210.8500061035156,207.0,207.5500030517578,55628.0
2013-02-08 03:45:00,207.9499969482422,208.75,204.4499969482422,206.9499969482422,1147102.0
2013-02-11 03:45:00,201.1499938964844,207.3999938964844,201.1499938964844,203.3500061035156,56809.0
2013-02-12 03:45:00,203.0500030517578,204.6000061035156,195.0,200.3500061035156,164404.0
2013-02-13 03:45:00,202.6499938964844,202.6499938964844,194.4499969482422,195.1000061035156,294907.0
2013-02-14 03:45:00,195.1000061035156,195.5500030517578,191.5,192.8000030517578,192159.0
2013-02-15 03:45:00,192.8000030517578,192.8000030517578,181.9499969482422,188.1499938964844,891987.0
2013-02-18 03:45:00,188.0,192.6999969482422,186.6999969482422,191.8999938964844,820340.0
2013-02-19 03:45:00,197.25,197.25,190.1000061035156,191.6000061035156,38966.0
2013-02-20 03:45:00,193.9499969482422,197.0,192.3500061035156,196.0500030517578,214534.0
2013-02-21 03:45:00,196.3999938964844,197.0,194.1499938964844,194.8000030517578,217043.0
2013-02-22 03:45:00,195.8999938964844,195.8999938964844,188.0,191.6000061035156,685089.0
2013-02-25 03:45:00,199.0,199.0,188.75,192.0500030517578,770743.0
2013-02-26 03:45:00,191.1499938964844,193.5,189.3999938964844,192.0500030517578,324124.0
2013-02-27 03:45:00,196.8500061035156,196.8500061035156,175.5500030517578,184.5500030517578,1815408.0
2013-02-28 03:45:00,185.0,194.8999938964844,185.0,191.8999938964844,3208335.0
2013-03-01 03:45:00,181.0,194.6499938964844,181.0,190.8000030517578,1026599.0
2013-03-04 03:45:00,187.75,192.8500061035156,187.75,192.25,134278.0
2013-03-05 03:45:00,194.8999938964844,196.6000061035156,191.0500030517578,195.6000061035156,421920.0
2013-03-06 03:45:00,196.5500030517578,197.9499969482422,194.3000030517578,196.9499969482422,1128179.0
2013-03-07 03:45:00,196.8999938964844,197.5,193.1000061035156,195.9499969482422,255566.0
2013-03-08 03:45:00,195.3999938964844,197.4499969482422,191.5,193.6999969482422,237353.0
2013-03-11 03:45:00,193.6999969482422,194.0,189.8999938964844,193.3000030517578,389005.0
2013-03-12 03:45:00,192.5,193.8500061035156,189.3000030517578,189.8500061035156,416693.0
2013-03-13 03:45:00,188.0500030517578,191.6000061035156,188.0500030517578,189.8999938964844,579140.0
2013-03-14 03:45:00,191.75,191.75,189.8000030517578,189.8000030517578,104780.0
2013-03-15 03:45:00,190.0,190.3999938964844,184.1000061035156,185.1000061035156,174015.0
2013-03-18 03:45:00,186.8999938964844,186.8999938964844,179.64999389648438,183.5,101719.0
2013-03-19 03:45:00,185.0,185.8000030517578,180.10000610351562,181.8999938964844,296981.0
2013-03-20 03:45:00,181.8999938964844,184.6999969482422,176.14999389648438,179.89999389648438,560531.0
2013-03-21 03:45:00,178.5,180.3500061035156,172.35000610351562,173.89999389648438,3101013.0
2013-03-22 03:45:00,175.89999389648438,175.89999389648438,169.60000610351562,173.10000610351562,979167.0
2013-03-25 03:45:00,173.0,174.9499969482422,166.6999969482422,170.25,649932.0
2013-03-26 03:45:00,168.0,172.0,167.39999389648438,170.0,3053335.0
2013-03-28 03:45:00,185.0,185.0,178.9499969482422,178.9499969482422,338460.0
2013-04-01 03:45:00,176.9499969482422,184.0,174.0500030517578,179.14999389648438,172211.0
2013-04-02 03:45:00,177.0,186.0,176.0,183.8999938964844,202990.0
2013-04-03 03:45:00,183.3500061035156,184.5500030517578,180.5,181.3500061035156,890606.0
2013-04-04 03:45:00,180.0,182.0,176.5500030517578,180.0,932854.0
2013-04-05 03:45:00,180.3999938964844,181.9499969482422,178.25,181.0,209977.0
2013-04-08 03:45:00,177.5500030517578,183.25,177.1999969482422,177.5,43044.0
2013-04-09 03:45:00,178.4499969482422,180.6000061035156,173.64999389648438,177.10000610351562,783067.0
2013-04-10 03:45:00,171.10000610351562,180.0,171.10000610351562,178.25,115618.0
2013-04-11 03:45:00,178.25,179.10000610351562,173.64999389648438,175.10000610351562,12895.0
2013-04-12 03:45:00,173.0,175.89999389648438,169.1999969482422,171.14999389648438,91657.0
2013-04-15 03:45:00,168.10000610351562,174.8000030517578,159.25,164.10000610351562,783115.0
2013-04-16 03:45:00,167.85000610351562,167.85000610351562,160.5,164.1999969482422,188869.0
2013-04-17 03:45:00,163.0,172.0,162.9499969482422,169.9499969482422,1060339.0
2013-04-18 03:45:00,165.8000030517578,172.0,164.3000030517578,170.25,556273.0
2013-04-22 03:45:00,165.0,181.8999938964844,165.0,179.89999389648438,338085.0
2013-04-23 03:45:00,176.0,178.0500030517578,173.14999389648438,175.10000610351562,50025.0
2013-04-25 03:45:00,173.0,178.10000610351562,173.0,176.14999389648438,48718.0
2013-04-26 03:45:00,176.10000610351562,181.0500030517578,176.10000610351562,178.5,1398468.0
2013-04-29 03:45:00,178.5,182.1000061035156,174.75,178.8000030517578,904972.0
2013-04-30 03:45:00,179.89999389648438,183.0,176.0,177.8000030517578,1928796.0
2013-05-02 03:45:00,179.0,179.25,174.25,176.14999389648438,471516.0
2013-05-03 03:45:00,177.0,177.75,175.0500030517578,175.64999389648438,39362.0
2013-05-06 03:45:00,175.0,179.0,172.0,175.10000610351562,191634.0
2013-05-07 03:45:00,172.3000030517578,176.89999389648438,172.3000030517578,175.60000610351562,104575.0
2013-05-08 03:45:00,173.0,177.8000030517578,173.0,177.0500030517578,128503.0
2013-05-09 03:45:00,173.0,179.0,173.0,177.8000030517578,137489.0
2013-05-10 03:45:00,175.0,178.64999389648438,175.0,176.5,216483.0
2013-05-13 03:45:00,175.10000610351562,177.39999389648438,173.75,173.89999389648438,13014.0
