Date,Close,High,Low,Open,Volume
2018-12-21,1130.050048828125,1180.0,1105.0,1132.25,26515
2018-12-24,1073.550048828125,1121.0,1073.550048828125,1120.0,893
2018-12-26,1106.25,1121.0,1021.0,1073.0,3489
2018-12-27,1081.0,1121.0,1060.050048828125,1060.050048828125,560
2018-12-28,1099.800048828125,1119.9000244140625,1071.0,1071.0,6582
2018-12-31,1099.8499755859375,1119.9000244140625,1051.0,1119.9000244140625,9313
2019-01-01,1093.050048828125,1119.0,1080.0,1100.0,1498
2019-01-02,1081.0,1099.800048828125,1066.0,1093.0,2783
2019-01-03,1080.3499755859375,1115.0,1061.0,1115.0,799
2019-01-04,1090.0,1100.0,1060.0,1100.0,1547
2019-01-07,1090.0,1090.0,1090.0,1090.0,0
2019-01-08,1090.0,1090.0,1090.0,1090.0,0
2019-01-09,1090.0,1090.0,1090.0,1090.0,0
2019-01-10,1090.0,1090.0,1090.0,1090.0,0
2019-01-11,1090.0,1090.0,1090.0,1090.0,0
2019-01-14,1090.0,1090.0,1090.0,1090.0,0
2019-01-15,1090.0,1090.0,1090.0,1090.0,0
2019-01-16,1090.0,1090.0,1090.0,1090.0,0
2019-01-17,1090.0,1090.0,1090.0,1090.0,0
2019-01-18,1090.0,1090.0,1090.0,1090.0,0
2019-01-21,1090.0,1090.0,1090.0,1090.0,0
2019-01-22,1090.0,1090.0,1090.0,1090.0,0
2019-01-23,903.0,903.0,903.0,903.0,147
2019-01-24,948.1500244140624,948.1500244140624,948.1500244140624,948.1500244140624,110
2019-01-25,995.5499877929688,995.5499877929688,995.5499877929688,995.5499877929688,150
2019-01-28,1045.300048828125,1045.300048828125,1044.699951171875,1044.699951171875,3724
2019-01-29,1040.0,1097.550048828125,1001.0,1097.550048828125,38592
2019-01-30,1034.199951171875,1049.8499755859375,1003.0,1049.8499755859375,7091
2019-01-31,1031.3499755859375,1040.0,995.0,1000.0,12186
2019-02-01,1047.25,1058.199951171875,1030.0,1030.0,81285
2019-02-04,1044.550048828125,1057.0,1020.0,1020.0,86316
2019-02-05,1047.199951171875,1050.0,1030.0,1030.0,67809
2019-02-06,1050.0,1060.0,1041.050048828125,1060.0,83415
2019-02-07,1119.5999755859375,1124.949951171875,1042.050048828125,1044.0,26427
2019-02-08,1098.25,1107.550048828125,1077.699951171875,1100.050048828125,129076
2019-02-11,1087.4000244140625,1100.449951171875,1085.0,1095.050048828125,215403
2019-02-12,1079.550048828125,1094.5,1050.0,1084.050048828125,112186
2019-02-14,1068.0,1097.699951171875,1062.0,1062.050048828125,93988
2019-02-15,1067.25,1075.699951171875,1059.3499755859375,1066.050048828125,22648
2019-02-18,1050.449951171875,1063.6500244140625,1042.0,1048.0,64585
2019-02-19,1076.9000244140625,1089.9000244140625,1039.9000244140625,1039.9000244140625,57268
2019-02-20,1077.550048828125,1096.0,1053.75,1089.949951171875,27235
2019-02-21,1129.0999755859375,1135.949951171875,1056.449951171875,1070.699951171875,95542
2019-02-22,1143.5,1159.800048828125,1094.949951171875,1106.9000244140625,22781
2019-02-25,1165.800048828125,1169.0,1137.199951171875,1142.5,26081
2019-02-26,1175.5999755859375,1179.699951171875,1075.0,1140.0999755859375,49756
2019-02-27,1214.4000244140625,1219.699951171875,1159.3499755859375,1179.949951171875,114195
2019-02-28,1153.199951171875,1205.0,1088.0,1151.0,1285790
2019-03-01,1171.800048828125,1197.0,1145.0999755859375,1150.0,472576
2019-03-05,1185.8499755859375,1192.0,1148.1500244140625,1150.0,79044
2019-03-06,1178.1500244140625,1204.800048828125,1156.550048828125,1186.9000244140625,49599
2019-03-07,1138.199951171875,1186.0,1105.0,1179.050048828125,555854
2019-03-08,1132.699951171875,1153.0,1126.0,1133.9000244140625,6826
2019-03-11,1149.199951171875,1161.550048828125,1122.1500244140625,1122.1500244140625,61197
2019-03-12,1151.5999755859375,1159.800048828125,1138.550048828125,1151.0,105409
2019-03-13,1155.300048828125,1162.0,1140.800048828125,1155.800048828125,65735
2019-03-14,1124.8499755859375,1155.0,1116.0,1150.8499755859375,64908
2019-03-15,1112.6500244140625,1130.0,1076.25,1126.0,139390
2019-03-18,1040.449951171875,1099.9000244140625,1012.0499877929688,1079.300048828125,153868
2019-03-19,1009.9000244140624,1063.0,1003.8499755859376,1030.199951171875,99187
2019-03-20,1021.7999877929688,1030.8499755859375,989.7000122070312,1009.9000244140624,223764
2019-03-22,1015.9500122070312,1030.0,1008.0999755859376,1023.9500122070312,88959
2019-03-25,990.5499877929688,1016.0,985.0,1015.8499755859376,59583
2019-03-26,990.4500122070312,1000.0,980.0,988.0,70471
2019-03-27,987.4500122070312,1000.0,975.0,1000.0,243460
2019-03-28,989.4000244140624,1000.0,966.0499877929688,990.0,352603
2019-04-01,990.0,1009.0499877929688,984.6500244140624,999.9500122070312,1356848
2019-04-02,1073.25,1155.0,1000.0,1000.1500244140624,579896
2019-04-03,1107.8499755859375,1120.0,1068.949951171875,1075.0,76142
2019-04-04,1144.25,1150.0,1099.8499755859375,1107.0,205571
2019-04-05,1115.0999755859375,1148.9000244140625,1100.5999755859375,1140.0,59389
2019-04-08,1089.199951171875,1137.0,1081.6500244140625,1110.0,75830
2019-04-09,1068.5,1103.75,1061.25,1095.050048828125,85018
2019-04-10,1063.300048828125,1096.699951171875,1053.0,1074.550048828125,97361
2019-04-11,1114.9000244140625,1124.800048828125,1061.6500244140625,1063.0,82941
2019-04-12,1101.5999755859375,1119.0,1081.0,1119.0,98557
2019-04-15,1087.3499755859375,1115.0,1081.0,1106.5,29501
2019-04-16,1115.0999755859375,1120.0,1080.25,1082.25,90670
2019-04-18,1090.449951171875,1114.199951171875,1082.75,1090.0,42864
2019-04-22,1059.300048828125,1092.4000244140625,1048.75,1075.25,14940
2019-04-23,1077.550048828125,1097.0,1056.0999755859375,1065.550048828125,23588
2019-04-24,1087.5999755859375,1097.0,1062.75,1087.9000244140625,323487
2019-04-25,1139.699951171875,1179.1500244140625,1084.1500244140625,1100.0,143001
2019-04-26,1148.4000244140625,1174.949951171875,1138.699951171875,1139.699951171875,33762
2019-04-30,1148.3499755859375,1154.0,1125.0,1125.0,27976
2019-05-02,1114.0,1135.800048828125,1102.25,1114.800048828125,31864
2019-05-03,1098.8499755859375,1114.0,1070.0,1110.0999755859375,25459
2019-05-06,1112.5,1122.0,1070.449951171875,1070.449951171875,9474
2019-05-07,1123.550048828125,1141.0,1115.550048828125,1118.0,60984
2019-05-08,1109.6500244140625,1124.25,1101.9000244140625,1115.199951171875,11153
2019-05-09,1116.5,1125.0,1105.25,1114.5,34163
2019-05-10,1116.0,1148.0,1076.449951171875,1148.0,48504
2019-05-13,1070.550048828125,1129.1500244140625,1061.6500244140625,1119.3499755859375,12422
2019-05-14,1071.800048828125,1088.3499755859375,1060.0,1076.8499755859375,29003
2019-05-15,1037.5999755859375,1100.0,1031.0,1076.0999755859375,35223
2019-05-16,1036.199951171875,1050.0,1021.0,1040.050048828125,95948
2019-05-17,1027.949951171875,1060.0,1023.25,1054.800048828125,31738
2019-05-20,1090.25,1101.0,1045.75,1059.0,158408
2019-05-21,1090.300048828125,1119.949951171875,1083.75,1110.0,66819
2019-05-22,1086.4000244140625,1096.449951171875,1064.949951171875,1089.0999755859375,184866
2019-05-23,1098.449951171875,1125.1500244140625,1076.300048828125,1100.0,696599
2019-05-24,1133.3499755859375,1199.0,1095.0,1109.75,794324
2019-05-27,1170.050048828125,1180.0,1133.4000244140625,1139.0,515678
2019-05-28,1213.550048828125,1219.9000244140625,1182.0,1182.0,561889
2019-05-29,1201.25,1212.0,1185.0,1210.0,33407
2019-05-30,1196.25,1204.800048828125,1181.3499755859375,1185.050048828125,49928
2019-05-31,1181.699951171875,1195.050048828125,1174.699951171875,1195.0,52193
2019-06-03,1189.3499755859375,1200.0,1176.050048828125,1182.0,66749
2019-06-04,1179.0999755859375,1187.949951171875,1145.4000244140625,1171.0,108903
2019-06-06,1127.050048828125,1189.949951171875,1111.25,1189.949951171875,57276
2019-06-07,1130.050048828125,1150.0,1109.949951171875,1115.050048828125,38497
2019-06-10,1162.949951171875,1169.0,1117.9000244140625,1130.0999755859375,69084
2019-06-11,1178.550048828125,1185.0,1148.0,1165.0,51509
2019-06-12,1170.9000244140625,1178.0,1136.0,1174.8499755859375,28178
2019-06-13,1170.25,1177.699951171875,1141.800048828125,1160.300048828125,52960
2019-06-14,1160.5,1170.0,1152.0,1160.300048828125,14954
2019-06-17,1101.5999755859375,1157.8499755859375,1086.0,1151.3499755859375,50988
2019-06-18,1098.699951171875,1115.0,1080.0,1100.1500244140625,29422
2019-06-19,1084.050048828125,1117.75,1076.449951171875,1104.800048828125,30559
2019-06-20,1069.1500244140625,1098.949951171875,1035.449951171875,1080.199951171875,102865
2019-06-21,1074.0999755859375,1098.0,1050.0,1095.0,109740
2019-06-24,1063.5999755859375,1088.800048828125,1060.0999755859375,1074.0999755859375,23574
2019-06-25,1060.1500244140625,1070.449951171875,1040.25,1064.0,75274
2019-06-26,1059.75,1070.0,1057.0,1061.050048828125,66232
2019-06-27,1069.75,1088.9000244140625,1055.449951171875,1059.949951171875,74091
2019-06-28,1047.8499755859375,1067.0,1042.0,1061.0,43109
2019-07-01,1040.0,1051.0,1033.300048828125,1045.0,36021
2019-07-02,1044.699951171875,1070.0,1025.0,1070.0,55866
2019-07-03,1034.0,1050.0,1022.0499877929688,1035.0999755859375,46083
2019-07-04,1038.449951171875,1043.449951171875,1017.2999877929688,1043.449951171875,166853
2019-07-05,1016.2000122070312,1050.0,1007.0,1047.0,55057
2019-07-08,991.7000122070312,1027.949951171875,965.0,997.0499877929688,38270
2019-07-09,993.4000244140624,1012.9000244140624,976.0,988.5,30092
2019-07-10,989.1500244140624,997.0,978.0,994.0,7625
2019-07-11,1020.5,1044.9000244140625,988.7999877929688,995.0,32337
2019-07-12,1004.2000122070312,1020.0,989.9500122070312,1020.0,11214
2019-07-15,1000.5499877929688,1014.7999877929688,991.0499877929688,991.0499877929688,36743
2019-07-16,1012.9000244140624,1025.0,978.0,993.5999755859376,16059
2019-07-17,1009.9500122070312,1021.9500122070312,1005.4500122070312,1006.5499877929688,35805
2019-07-18,997.0999755859376,1026.0,990.0999755859376,1007.1500244140624,75339
2019-07-19,1004.0999755859376,1026.5999755859375,986.0,995.0,28786
2019-07-22,998.2000122070312,1016.0499877929688,990.75,1005.0,87989
2019-07-23,978.25,1015.0,970.0999755859376,991.5,28881
2019-07-24,952.0,986.0499877929688,950.0,978.25,15634
2019-07-25,959.9000244140624,967.9500122070312,942.0499877929688,948.0,62165
2019-07-26,986.2999877929688,990.0,955.0499877929688,970.0,40753
2019-07-29,956.25,986.4500122070312,954.0499877929688,986.0,33583
2019-07-30,938.25,968.7000122070312,931.9000244140624,956.25,56609
2019-07-31,921.5499877929688,938.0,899.5499877929688,922.0,89595
2019-08-01,924.5999755859376,941.0499877929688,902.25,921.0,37115
2019-08-02,988.0,989.9500122070312,933.3499755859376,939.7000122070312,87615
2019-08-05,955.0999755859376,1000.0,944.9500122070312,989.0,48558
2019-08-06,993.5,999.0,941.0,941.0,96689
2019-08-07,1009.4000244140624,1019.0,980.25,980.25,81903
2019-08-08,1009.4500122070312,1019.75,1005.0999755859376,1009.4000244140624,21604
2019-08-09,1025.0999755859375,1044.9000244140625,1003.4000244140624,1014.5999755859376,53093
2019-08-13,991.3499755859376,1025.0,985.1500244140624,1020.0,14325
2019-08-14,989.9000244140624,1000.8499755859376,976.0,976.0,21040
2019-08-16,998.4000244140624,1006.4500122070312,960.0,975.5,20917
2019-08-19,987.5999755859376,1002.0,978.0,1000.0,46281
2019-08-20,956.5,993.9000244140624,951.0499877929688,990.0,33952
2019-08-21,950.4500122070312,965.1500244140624,942.0,964.9500122070312,81725
2019-08-22,933.9500122070312,957.8499755859376,921.25,957.8499755859376,34640
2019-08-23,914.7999877929688,940.75,909.0,927.1500244140624,44177
2019-08-26,919.0999755859376,938.9500122070312,901.0,921.0,72070
2019-08-27,938.7000122070312,951.0,920.0,927.9000244140624,38986
2019-08-28,930.4000244140624,945.0,917.7999877929688,943.0,36208
