Date,Close,High,Low,Open,Volume
1996-01-01,11.628456115722656,11.662232398986816,11.488529205322266,11.580204963684082,33160
1996-01-02,11.48370361328125,11.73943328857422,11.396851539611816,11.628456115722656,176162
1996-01-03,11.411327362060549,11.599506378173828,11.392026901245115,11.48370361328125,104661
1996-01-04,11.242448806762695,11.387202262878418,11.155597686767578,11.411327362060549,77718
1996-01-05,11.46440315246582,11.48370361328125,11.097697257995604,11.242448806762695,113469
1996-01-08,11.560905456542969,11.652582168579102,11.314826011657717,11.46440315246582,863715
1996-01-09,11.729783058166504,11.821459770202637,11.29069995880127,11.560905456542969,315538
1996-01-10,11.628456115722656,11.83593463897705,11.488529205322266,11.729783058166504,764753
1996-01-11,12.053064346313477,12.159215927124023,11.628456115722656,11.628456115722656,251290
1996-01-12,12.294318199157717,12.32809352874756,12.062713623046877,12.053064346313477,1237801
1996-01-15,12.313617706298828,12.31844425201416,12.014463424682615,12.294318199157717,1161119
1996-01-16,12.135089874267578,12.178516387939451,11.980688095092772,12.313617706298828,298958
1996-01-17,11.980688095092772,12.255717277526855,11.917961120605469,12.135089874267578,867860
1996-01-18,12.115790367126465,12.159215927124023,11.589856147766112,11.980688095092772,959568
1996-01-19,12.164040565490724,12.24124240875244,11.87453556060791,11.87453556060791,1247128
1996-01-22,11.995162963867188,12.255717277526855,11.980688095092772,12.255717277526855,194815
1996-01-23,12.135089874267578,12.159215927124023,11.917961120605469,11.995162963867188,219685
1996-01-24,12.125439643859863,12.125439643859863,11.966212272644045,12.135089874267578,692215
1996-01-25,12.062713623046877,12.159215927124023,12.014463424682615,12.125439643859863,311393
1996-01-26,12.062713623046877,12.062713623046877,12.062713623046877,12.062713623046877,0
1996-01-29,12.255717277526855,12.30396842956543,11.971036911010742,12.062713623046877,347662
1996-01-30,12.31844425201416,12.448720932006836,12.188165664672852,12.255717277526855,705168
1996-01-31,12.352218627929688,12.448720932006836,12.115790367126465,12.31844425201416,1188061
1996-02-01,12.492147445678713,12.545223236083984,12.30396842956543,12.352218627929688,535223
1996-02-02,13.225560188293455,13.365487098693848,12.738225936889648,12.492147445678713,1962659
1996-02-05,13.129057884216309,13.606740951538086,13.008431434631348,13.225560188293455,2445552
1996-02-06,13.109758377075195,13.384787559509276,12.839552879333496,13.129057884216309,967340
1996-02-07,13.114583015441896,13.413738250732422,12.931228637695312,13.109758377075195,268907
1996-02-08,14.05064868927002,14.369105339050291,13.22073459625244,13.114583015441896,795322
1996-02-09,14.161625862121582,14.35463047027588,13.703243255615234,14.05064868927002,510353
1996-02-12,14.098899841308594,14.571759223937988,13.703243255615234,14.161625862121582,1025888
1996-02-13,14.47525691986084,14.571759223937988,13.944498062133787,14.098899841308594,827964
1996-02-14,15.305171966552734,15.633277893066406,14.668259620666504,14.47525691986084,1001018
1996-02-15,15.22314453125,15.633277893066406,14.962591171264648,15.305171966552734,1354380
1996-02-16,14.735812187194824,15.247270584106444,14.668259620666504,15.22314453125,444551
1996-02-19,14.610359191894531,15.174894332885742,14.504206657409668,14.735812187194824,330045
1996-02-20,14.784062385559082,14.977066040039062,14.523508071899414,14.610359191894531,1205678
1996-02-21,14.784062385559082,14.784062385559082,14.784062385559082,14.784062385559082,0
1996-02-22,14.943289756774902,14.981890678405762,14.716510772705078,14.784062385559082,283414
1996-02-23,15.088043212890623,15.440274238586426,14.8612642288208,14.943289756774902,495327
1996-02-26,14.798538208007812,15.194194793701172,14.759937286376951,15.088043212890623,219167
1996-02-27,14.595884323120115,14.909515380859377,14.47525691986084,14.798538208007812,497400
1996-02-28,14.981890678405762,15.199020385742188,14.287078857421877,14.595884323120115,681335
1996-02-29,14.06029987335205,14.47525691986084,13.968623161315918,14.981890678405762,1535205
1996-03-01,14.190576553344728,14.330504417419434,13.920372009277344,14.06029987335205,366832
1996-03-04,14.369105339050291,14.47525691986084,14.147150993347168,14.190576553344728,454914
1996-03-05,14.369105339050291,14.369105339050291,14.369105339050291,14.369105339050291,0
1996-03-06,14.195402145385742,14.330504417419434,13.997572898864746,14.369105339050291,240410
1996-03-07,14.151975631713867,14.330504417419434,14.08924961090088,14.195402145385742,139375
1996-03-08,14.161625862121582,14.185751914978027,13.87212085723877,14.151975631713867,170981
1996-03-11,13.978273391723633,14.156801223754885,13.703243255615234,14.161625862121582,316056
1996-03-12,13.93002223968506,13.973447799682615,13.751494407653809,13.978273391723633,515534
1996-03-13,14.08924961090088,14.185751914978027,13.833520889282228,13.93002223968506,188597
1996-03-14,14.185751914978027,14.282254219055176,13.992748260498049,14.08924961090088,155955
1996-03-15,14.287078857421877,14.378754615783691,14.08924961090088,14.185751914978027,754390
1996-03-18,14.234003067016602,14.369105339050291,14.113375663757324,14.287078857421877,613460
1996-03-19,14.32085418701172,14.465606689453123,13.992748260498049,14.234003067016602,418127
1996-03-20,14.32085418701172,14.32085418701172,14.32085418701172,14.32085418701172,0
1996-03-21,14.340154647827148,14.364279747009276,14.185751914978027,14.330504417419434,296885
1996-03-22,14.209877014160156,14.306379318237305,14.113375663757324,14.340154647827148,186525
1996-03-25,14.151975631713867,14.282254219055176,14.094075202941896,14.209877014160156,102588
1996-03-26,14.47043228149414,14.47525691986084,13.944498062133787,14.151975631713867,804130
1996-03-27,14.253302574157717,14.378754615783691,14.185751914978027,14.47043228149414,98961
1996-03-28,14.451131820678713,14.47525691986084,14.190576553344728,14.253302574157717,131085
1996-03-29,14.10372543334961,14.465606689453123,14.08924961090088,14.451131820678713,131603
1996-04-01,14.161625862121582,14.277427673339844,14.08924961090088,14.10372543334961,164245
1996-04-02,14.2388277053833,14.330504417419434,14.08924961090088,14.161625862121582,163727
1996-04-03,14.504206657409668,14.8612642288208,14.451131820678713,14.2388277053833,347662
1996-04-04,14.388404846191406,14.571759223937988,14.287078857421877,14.504206657409668,107251
1996-04-05,14.388404846191406,14.388404846191406,14.388404846191406,14.388404846191406,0
1996-04-08,14.677910804748535,14.74546241760254,14.427005767822266,14.388404846191406,317092
1996-04-09,14.537982940673828,14.735812187194824,14.523508071899414,14.677910804748535,288595
1996-04-10,14.523508071899414,14.798538208007812,14.282254219055176,14.537982940673828,561129
1996-04-11,14.422181129455566,14.455957412719728,14.378754615783691,14.523508071899414,77200
1996-04-12,14.383580207824709,14.455957412719728,14.311203956604004,14.422181129455566,71501
1996-04-15,14.566933631896973,14.595884323120115,14.451131820678713,14.383580207824709,253363
1996-04-16,14.581409454345703,14.764761924743652,14.47525691986084,14.566933631896973,222275
1996-04-17,15.382372856140137,15.536775588989258,14.813013076782228,14.581409454345703,585999
1996-04-18,16.525917053222656,16.694795608520508,15.816631317138672,15.382372856140137,1492719
1996-04-19,17.037378311157227,17.563312530517578,16.64654541015625,16.525917053222656,1327955
1996-04-22,16.694795608520508,17.46681022644043,16.64654541015625,17.037378311157227,1079773
1996-04-23,16.36669158935547,16.7430477142334,16.21228790283203,16.694795608520508,682371
1996-04-24,17.027727127075195,17.756315231323242,16.84437370300293,16.36669158935547,677708
1996-04-25,16.144737243652344,17.37030792236328,15.971034049987791,17.027727127075195,559575
1996-04-26,16.05306053161621,16.5500431060791,15.971034049987791,16.144737243652344,544031
1996-04-29,15.913132667541504,16.04340934753418,15.763554573059082,16.05306053161621,144557
1996-04-30,15.47404956817627,16.115785598754883,15.343771934509276,15.913132667541504,647656
1996-05-01,16.04340934753418,16.115785598754883,15.782855033874512,15.47404956817627,330045
1996-05-02,16.067535400390625,16.106136322021484,15.729779243469238,16.04340934753418,233156
1996-05-03,16.342565536499023,16.598295211791992,15.927607536315918,16.067535400390625,838845
1996-05-06,15.835930824279783,16.342565536499023,15.565726280212402,16.342565536499023,504136
1996-05-07,15.966208457946776,16.115785598754883,15.749079704284668,15.92278289794922,615014
1996-05-08,16.236412048339844,16.395641326904297,15.440274238586426,15.966208457946776,417609
