Date,Close,High,Low,Open,Volume
2016-03-10,153.15243530273438,158.78680419921875,151.44503784179688,158.78680419921875,13604
2016-03-11,147.4326934814453,153.1951141357422,145.12771606445312,151.18893432617188,7742
2016-03-14,150.2925567626953,158.5306854248047,145.12771606445312,153.66464233398438,42297
2016-03-15,147.38999938964844,149.39617919921875,145.98141479492188,147.6887969970703,4010
2016-03-16,149.22544860839844,151.06088256835938,144.27403259277344,148.45712280273438,18890
2016-03-17,142.39590454101562,152.6402130126953,140.47509765625,150.2498779296875,6501
2016-03-18,141.28610229492188,144.23133850097656,134.07240295410156,141.62757873535156,36602
2016-03-21,141.37147521972656,151.95726013183594,138.29818725585938,151.95726013183594,21323
2016-03-22,141.75563049316406,145.12771606445312,132.36502075195312,138.4689178466797,12819
2016-03-23,139.83482360839844,148.96932983398438,134.62730407714844,145.12771606445312,8575
2016-03-28,133.0906524658203,137.18838500976562,131.51132202148438,136.59078979492188,2749
2016-03-29,131.46864318847656,139.10919189453125,129.76126098632812,139.06649780273438,6906
2016-03-30,125.57816314697266,145.12771606445312,124.16957092285156,133.34677124023438,192019
2016-03-31,126.9440689086914,132.32232666015625,124.25493621826172,124.72447204589844,28696
2016-04-01,126.9440689086914,129.33441162109375,123.99883270263672,128.05386352539062,2771
2016-04-04,147.774169921875,150.67672729492188,129.80393981933594,133.176025390625,111219
2016-04-05,138.68234252929688,150.2498779296875,137.44448852539062,150.2498779296875,96805
2016-04-06,139.57872009277344,144.87161254882812,135.95053100585938,140.6458282470703,13158
2016-04-07,141.71295166015625,147.21926879882812,134.54193115234375,137.871337890625,23831
2016-04-08,142.43858337402344,148.54249572753906,138.55429077148438,148.54249572753906,40953
2016-04-11,140.9873046875,142.566650390625,139.62139892578125,139.62139892578125,63990
2016-04-12,140.3897247314453,143.078857421875,139.15187072753906,142.4812774658203,47778
2016-04-13,141.58489990234375,144.91429138183594,138.383544921875,139.40797424316406,21600
2016-04-18,142.22515869140625,146.32289123535156,139.62139892578125,141.71295166015625,38025
2016-04-20,141.24342346191406,144.87161254882812,138.81039428710938,144.87161254882812,26862
2016-04-21,138.0420684814453,145.0850372314453,135.6944122314453,140.1336212158203,30495
2016-04-22,134.11508178710938,138.2128143310547,133.176025390625,137.9993896484375,22383
2016-04-25,133.73092651367188,136.42005920410156,130.6149444580078,133.2187042236328,18027
2016-04-26,130.7429962158203,134.66998291015625,128.3099822998047,131.63937377929688,38266
2016-04-27,129.67588806152344,133.94435119628906,127.37091827392578,129.76126098632812,21790
2016-04-28,129.67588806152344,132.06622314453125,127.20018005371094,129.50514221191406,20530
